book_id,rating,number_of_likes
18757554,5,18
6944946,5,11
23870836,3,49
107033,2,20
11864686,0,18
25943007,2,65
21944665,0,3
27812784,0,6
13423215,5,75
18213325,5,95
19494,4,9
37570625,3,61
23848552,5,18
4570679,4,21
707304,5,3
847581,3,66
65345,0,3
20729499,3,9
7334201,5,14
430788,2,80
17936743,2,10
22297138,4,9
2422709,2,11
26138370,0,18
17716590,0,19
3272165,1,55
158479,4,23
296570,0,3
318335,2,20
39092290,2,64
28961690,2,49
2066739,5,71
3431,0,12
11301,4,10
38390771,3,3
52367,4,94
97595,3,11
19365485,1,15
20528360,5,0
4757303,2,7
23173415,4,20
22347,1,10
475276,3,95
3920088,1,94
58087,4,16
22859777,2,7
857501,4,9
15810914,3,54
10116927,3,27
18134013,3,48
33155325,0,4
18490777,4,13
24989140,2,26
6527841,5,89
34533838,3,53
2320562,1,70
13432295,5,80
13645645,2,5
22872493,1,18
30634709,2,38
35187203,4,19
187585,5,4
22875083,5,14
22825631,5,91
23167176,1,95
5977698,2,81
33515558,5,36
12547098,4,74
10418725,4,7
20707753,3,43
2305862,2,9
22322922,1,15
42605684,4,86
18365891,3,25
35534215,1,47
4934651,3,20
22571509,1,3
10194183,4,5
17586489,0,14
89717,1,46
6261081,0,51
8058301,2,85
13510645,1,25
15818820,3,1
18667785,2,14
25534273,2,68
12012999,4,84
9515613,5,47
22307056,5,42
17971526,5,41
18624197,5,79
18126901,0,15
71490,5,82
15788084,1,16
15102,0,6
23149096,3,56
35069215,0,13
14296788,5,65
25679350,4,12
36622744,2,10
39363,4,29
41209130,5,89
25664459,0,40
17673270,3,97
25278470,5,8
23489172,3,27
11077,4,1
8872162,0,6
18634828,4,18
25463009,5,19
8934126,2,14
10844210,3,75
26111096,5,64
13628855,3,0
723625,4,21
1061557,4,15
17673307,2,18
7841179,1,13
30375937,0,53
20688076,4,47
9755855,3,13
123543,2,98
10115,4,76
14739231,5,4
9413044,2,36
11713886,1,7
3882,0,85
124982,5,15
40495231,0,14
155421,3,62
509686,2,43
25811372,1,17
242201,3,64
8777371,5,65
22707078,0,48
17305041,3,79
11276935,3,72
8805112,0,28
27220736,1,7
18774964,3,73
17184930,4,65
953788,4,18
56647,2,58
34499902,2,32
9622286,5,52
25359012,5,14
13124344,3,65
432020,4,18
7775757,0,45
22590028,5,11
17979646,2,9
30649413,0,29
312596,4,16
24999991,5,38
16094450,3,0
246245,3,34
12605502,3,2
15734953,1,54
12993901,1,6
43077027,1,87
12290106,5,95
24040790,5,99
13613254,0,3
7870975,0,17
5137,0,0
30092271,1,32
27157815,3,4
17378220,4,20
25695607,1,48
15816412,4,7
20493997,0,25
34437326,4,95
23430998,2,16
10584978,4,27
781844,3,9
23114976,0,70
18371366,4,25
155239,2,1
1225261,0,15
41149478,4,13
6929931,5,32
11013,0,17
20830614,1,18
216,0,1
8460546,5,11
26150557,5,35
46270,3,63
17185633,1,94
13559482,0,1
23271136,2,41
76722,1,10
12274,4,4
31308527,2,93
38229186,0,62
18342971,1,27
28869682,1,62
659600,1,29
33413915,5,8
30372977,3,36
43503374,2,19
18143905,2,37
13380221,0,1
22838220,0,29
542269,1,51
39333207,5,9
39296064,5,15
18658071,2,4
657537,1,43
17253972,1,4
22086463,5,8
16161536,5,19
18333332,1,16
1146093,3,72
8350864,5,5
145342,3,84
187811,2,95
16248123,0,16
6798263,4,48
1347446,1,84
337116,5,24
17800,5,44
315425,1,100
490205,3,91
12628635,1,3
20804235,3,32
11387209,5,23
15738351,3,46
11010324,3,18
228244,5,4
17832339,0,11
28445593,0,58
17566003,5,17
538581,1,37
613929,2,7
18746639,5,4
248596,5,40
32565675,0,39
25560247,3,6
72989,4,17
11831,3,4
1661390,0,50
17160816,1,18
15711397,5,80
7338243,4,69
160852,0,19
206796,5,3
9415955,2,28
13505635,4,25
5071312,4,83
19547736,1,82
12688952,2,69
332631,4,9
126136,0,18
49443,0,3
8573642,4,6
5489684,0,49
13448374,0,13
7248319,3,42
13010310,0,1
25439542,4,65
3009435,2,59
34921588,2,20
6609851,0,1
28186,2,60
110297,1,30
13422422,0,97
34371311,1,42
80642,5,21
17787146,3,73
3272165,3,13
759517,1,14
11306337,0,30
13284773,1,81
6463839,3,90
107033,0,62
2750180,2,19
162902,3,74
17623569,0,7
16039255,4,14
141452,1,77
13515025,2,23
34654953,0,7
18916280,3,5
782854,3,67
472025,2,77
17305041,5,18
18051969,0,7
107029,2,13
2139406,1,20
6558209,5,22
12154731,2,35
6898528,3,47
25070804,2,99
15736525,2,15
33895090,3,2
13249893,0,44
350678,0,89
13129054,0,10
12398719,5,88
13575541,2,4
183586,1,15
17703150,0,46
18164491,3,18
36556222,0,88
70561,5,2
13636617,3,5
116444,1,5
13153963,4,50
224388,4,40
10798428,4,38
765654,4,15
18799339,2,60
393474,4,28
165165,4,30
15699815,1,1
12368523,3,56
7093114,1,17
37809999,3,82
13051355,2,63
189123,4,3
18667862,3,67
148109,0,62
129223,0,46
2067,3,51
28644556,4,63
18365120,3,7
13257637,5,90
25382946,3,28
34541,2,13
10742462,2,65
25664279,2,8
47401,4,15
20371237,2,84
25451264,4,19
25779851,1,15
87280,1,26
1062842,4,9
18126622,4,3
93794,0,8
3384459,2,75
141828,0,51
299600,4,80
1424198,2,31
128837,4,63
13335487,5,12
501127,0,93
161037,5,17
16143323,3,10
723625,1,77
1166705,0,68
21277,0,17
1300866,1,74
30969741,0,18
23483685,2,3
4583489,4,50
10426786,3,1
2785752,3,17
6081686,2,3
13497675,4,17
15710470,1,96
38493159,0,16
12986169,5,2
24889218,5,55
20650531,2,22
25787736,2,28
23266378,5,42
2278298,3,32
133017,4,10
17558767,5,13
11749412,2,72
12401507,3,60
16102159,4,6
8379374,5,67
343532,1,0
10285881,4,17
13425135,2,4
29938354,3,67
13375237,3,19
51737,2,6
36536759,5,20
15781723,0,5
17469800,4,31
6792458,2,18
13640108,1,4
3326341,2,1
28010116,1,59
46087,5,15
13223243,5,96
88495,1,74
32987,5,13
190572,2,19
15844032,3,98
11985913,4,2
13507921,5,75
21423336,3,35
18470452,5,2
12830117,1,65
38336011,1,91
22011010,2,9
11387209,2,3
16406114,3,23
22975534,3,11
18310679,4,13
17156824,4,4
41962,3,36
17830255,1,20
6774979,4,0
31019831,3,11
772716,3,18
80534,3,4
25980664,2,1
3367830,4,68
15807,1,19
106594,3,15
807968,1,17
11349877,0,72
26816011,1,62
3322128,0,0
12247405,5,49
18004404,3,7
13818476,4,63
133017,5,7
21541401,4,32
13083008,0,13
6431026,4,18
185117,3,49
22537367,5,87
42996684,5,96
32056290,2,94
15747708,0,15
15728386,4,64
191548,1,18
23197209,2,55
3216278,4,11
12274576,3,62
34828719,0,2
410810,5,6
13494933,2,13
673023,1,5
17193184,0,15
479921,1,19
2946591,0,98
29875363,2,97
9790115,5,22
52101,5,4
14563708,5,3
32848471,2,13
17558767,0,37
22735684,4,8
9473669,5,36
257034,3,45
18168637,5,12
17464884,0,19
31123268,1,12
6071981,3,6
6435578,2,11
11313669,1,73
177395,2,72
6882,5,40
13423475,0,15
386,4,6
19801,3,14
17210596,2,1
9578513,3,57
30037676,3,5
40729683,5,17
28815371,2,46
18143978,5,7
8753495,2,77
10552272,3,64
16000948,3,19
112969,2,33
18802903,3,16
280412,4,49
17349055,2,15
13508767,3,78
40395,2,56
25813965,3,5
61049,1,14
7113759,2,17
6334523,3,19
7940355,4,68
17830255,0,14
17154817,4,12
40795,1,88
2112237,4,5
181426,2,92
13818476,2,11
11306,1,12
268306,2,20
36172258,3,33
22037542,4,87
71102,2,77
302983,5,72
409967,1,9
13544212,2,19
917346,0,86
18756982,2,57
6080748,0,73
10808965,5,7
17244482,4,49
5504848,1,14
7798911,4,4
413432,1,57
6272360,3,5
8258519,3,75
29215777,4,3
699199,5,96
2210839,3,43
23688792,2,65
14741884,0,26
12950018,0,44
33724,5,11
28245707,4,10
12512051,5,50
768496,1,56
5597641,2,25
39334267,5,17
18753744,4,5
16579,1,0
2490519,1,29
15774943,0,66
1309025,5,18
40003938,4,6
32930819,0,89
52873,4,43
20624305,0,6
13629228,1,7
19444805,2,19
11256293,4,58
22125258,4,5
107033,1,6
41014989,4,17
20652686,1,75
18711144,3,84
8265098,1,18
1073750,0,14
106069,2,15
25391368,3,2
23450710,1,47
18005994,0,23
18079682,1,14
11467160,4,60
17790646,3,6
17140887,3,5
18405410,4,0
105576,0,52
227350,4,91
17281601,4,65
13278242,4,87
7857663,3,49
13539044,1,55
11881016,3,91
77727,4,75
12637477,5,83
7797874,5,58
17993033,1,16
311308,5,82
38348931,3,99
12577549,2,44
5661489,4,16
8582356,2,15
3072254,3,53
11700785,0,0
99315,5,63
25685000,1,72
2485785,0,35
41188221,4,4
407429,5,31
15838978,4,57
20613624,1,86
30134847,4,92
104949,1,15
11500552,2,56
10896701,1,17
18039197,1,17
8312896,5,83
206868,1,4
565149,3,86
10744752,4,1
86737,3,29
5522148,3,37
106597,2,32
18455357,1,24
13637128,0,64
649532,3,3
33553,3,2
8835897,1,15
17571132,4,5
22548602,3,53
2939264,5,27
107430,2,75
16104234,4,20
23664520,0,7
900,0,44
429940,2,29
13928,5,23
6003964,1,4
380326,4,89
6224935,5,44
23584003,4,53
15699815,5,45
25522862,1,19
22307056,2,41
4333469,1,87
8471815,1,59
2135419,1,15
33603229,3,20
16161543,4,10
38823844,0,5
98532,5,81
226709,3,24
13592222,4,19
134017,1,83
16117006,4,11
104381,3,95
241387,5,12
61534,4,9
17571908,2,94
143148,1,85
21538378,4,38
33783055,1,6
19168817,3,4
53818,1,66
13542840,4,100
26226772,3,94
6792458,4,20
21556053,5,12
17622459,1,44
1044816,4,66
17973345,1,61
10752154,5,50
57491,4,98
12204117,2,91
600349,2,10
9677870,3,41
231914,5,0
12208569,0,51
118413,3,14
25819519,5,18
14896617,2,46
431321,2,5
1300866,2,4
10429015,4,85
772716,4,32
22494969,5,15
311802,1,69
21839603,2,8
202769,1,4
7823549,5,24
26168300,3,8
9636553,4,35
13026804,0,14
31394234,4,5
28735,3,100
16242085,2,8
18214414,1,20
826585,1,99
16160701,0,5
17657267,4,33
7091488,2,51
2573039,1,46
4887207,2,37
8646223,4,19
36635516,1,80
13516792,0,68
18901156,0,49
3828687,1,49
6329547,0,7
24039424,5,49
6508023,1,3
19192335,0,6
2145681,5,10
6575580,4,87
400812,1,4
17154665,0,13
92364,2,89
17786125,5,98
160192,0,52
19317077,2,14
18333656,0,20
13630086,3,22
79936,3,18
25493869,2,36
25663746,0,82
11416792,5,14
78427,3,19
23947523,2,19
6578293,3,67
13414151,3,84
41015154,0,22
28481,0,3
13664,4,33
16120137,0,43
680154,1,23
13425135,5,6
231914,3,42
32766049,0,62
7686368,2,44
12945191,5,47
17843498,2,19
16221851,2,9
157551,3,31
12447,0,7
25191279,5,84
12247405,5,45
472968,2,20
20926065,2,60
26114271,2,69
15738351,2,7
4545561,2,8
37725136,4,50
11455923,5,6
13056868,5,77
13554459,5,80
23116644,2,88
13455151,4,5
30597,3,71
18059815,1,80
6288703,3,12
336245,5,17
8274982,0,20
498594,5,8
25391336,3,17
22457223,2,20
11013,4,15
144800,4,57
143534,3,13
112080,0,20
18126905,1,90
7845926,1,9
12072288,1,10
20737459,1,18
7027735,0,74
10925109,2,83
9677446,3,4
61975,0,19
21565595,3,98
33553,2,59
817181,2,16
26805993,4,0
32418,5,7
28249,4,13
13022698,3,7
6050678,1,99
10674301,3,25
7492383,1,81
6686092,1,18
135840,5,0
40023733,3,15
16041879,5,8
839773,3,6
7864587,1,57
10866464,1,17
23503361,1,79
13547262,3,74
53085,4,9
17574849,5,25
40194939,3,55
12363795,5,19
13139233,0,7
52853,2,47
17863,5,23
17869212,2,99
18522362,0,100
6944712,3,12
107062,0,12
24473763,0,76
13547341,1,37
23012505,5,80
15818668,4,11
71969,1,13
6788533,3,13
839773,3,58
17203043,1,20
1258333,2,87
9700137,0,98
27274326,3,1
14990,0,1
17862129,5,45
7857195,0,67
16406114,0,56
8155,3,0
1335019,4,94
20437055,2,93
7176018,4,37
22046488,2,72
16176693,1,94
17200672,3,89
9512985,2,10
17787411,5,2
11028964,4,51
31351689,2,93
23164983,5,3
16133025,1,8
16842,2,100
6604088,3,91
13155806,3,64
5489684,0,18
35086266,1,64
2081569,0,6
16249571,2,53
22584,4,19
25587058,2,76
2315892,0,21
132436,4,39
18480576,5,4
2855010,4,6
36047860,2,10
18813417,0,36
17333113,0,73
20342133,2,100
23848271,2,39
40771283,1,16
9130129,0,66
34964865,2,2
35086533,1,14
18103690,2,12
35383330,5,78
476733,3,12
750407,4,89
8309660,2,80
33295690,4,82
840,1,11
6251543,1,5
31556136,4,4
141452,0,11
393157,4,68
1025836,2,5
143440,1,3
31077375,4,56
411053,2,93
1486138,0,16
27395333,3,58
553247,2,79
5603414,3,17
349090,2,14
3754016,1,58
15986924,5,83
8706185,5,87
782930,5,21
2320230,1,16
25973476,1,97
13513655,1,94
32078945,4,48
298920,3,52
1141544,1,17
28448877,4,14
16143323,0,92
34736638,4,77
244261,5,55
10844210,5,5
25505917,3,56
23002593,2,7
6048350,4,18
11012,0,30
25581522,0,13
21525970,5,13
24889218,0,19
6363600,4,30
11559200,3,10
33413128,1,95
13108849,1,17
9440448,2,76
23961798,0,96
13480769,0,1
13170607,0,2
116053,1,82
18365891,1,68
40090262,4,12
25772034,4,41
29960,5,92
251052,4,5
428042,2,10
7992363,4,14
14289337,2,19
30733635,2,12
13512495,1,88
335919,4,0
